seqID,cluster,ancestor,level
956,786,772,7
957,787,772,6
958,788,772,8
959,789,772,12
960,790,772,7
961,791,772,5
962,792,792,0
963,792,792,0
964,792,792,0
965,792,792,0
966,792,792,0
967,792,792,0
968,793,792,1
969,792,792,0
970,794,792,5
971,795,792,2
972,796,792,3
973,797,792,10
974,798,792,4
975,799,792,6
976,800,792,9
977,801,792,7
978,802,792,8
979,803,792,14
980,804,792,14
981,805,792,11
982,806,792,12
983,807,792,2
984,808,792,1
985,809,792,13
986,810,792,2
987,811,792,1
988,812,812,0
989,812,812,0
990,813,812,1
991,812,812,0
992,812,812,0
993,812,812,0
994,814,812,10
995,815,812,2
996,816,812,4
997,817,812,5
998,818,812,3
999,819,812,17
1000,820,812,6
1001,821,812,15
1002,822,812,16
1003,823,812,9
1004,824,812,15
1005,825,812,16
1006,826,812,11
1007,827,812,12
1008,828,812,13
1009,829,812,9
1010,830,812,14
1011,831,812,10
1012,832,812,7
1013,833,812,8
1014,834,834,0
1015,835,834,1
1016,834,834,0
1017,836,834,4
1018,837,834,2
1019,838,834,3
1020,839,834,7
1021,840,834,5
1022,841,834,10
1023,842,834,11
1024,843,834,16
1025,844,834,12
1026,845,834,18
1027,846,834,19
1028,847,834,6
1029,848,834,14
1030,849,834,20
1031,850,834,15
1032,851,834,17
1033,852,834,13
1034,853,834,10
1035,854,834,11
1036,855,834,8
1037,856,834,21
1038,857,834,9
1039,858,834,7
1040,859,859,0
1041,859,859,0
1042,860,859,1
1043,859,859,0
1044,861,859,2
1045,859,859,0
1046,859,859,0
1047,862,859,4
1048,863,859,3
1049,859,859,0
1050,864,859,5
1051,865,859,9
1052,866,859,11
1053,867,859,6
1054,868,859,7
1055,869,859,8
1056,870,859,12
1057,871,859,10
1058,872,859,5
1059,873,859,6
1060,874,859,12
1061,875,859,4
1062,876,859,8
1063,877,859,4
1064,878,859,5
1065,879,859,6
1066,880,885,4
1067,881,885,3
1068,882,885,4
1069,883,885,7
1070,884,885,5
1071,885,885,0
1072,886,885,1
1073,887,885,2
1074,887,885,2
1075,888,885,6
1076,889,885,11
1077,890,885,13
1078,891,885,14
1079,892,885,9
1080,893,885,15
1081,894,885,12
1082,895,885,18
1083,896,885,16
1084,897,885,17
1085,898,885,19
1086,899,885,10
1087,900,885,9
1088,901,885,10
1089,902,885,8
1090,903,885,13
1091,904,885,14
