seqID,cluster,ancestor,level
744,323,319,5
745,325,319,6
746,323,319,5
747,325,319,6
748,325,319,6
749,326,319,7
750,326,319,7
751,327,319,6
752,323,319,5
753,326,319,7
754,328,328,0
755,328,328,0
756,328,328,0
757,328,328,0
758,329,328,1
759,328,328,0
760,328,328,0
761,330,328,4
762,331,328,5
763,328,328,0
764,332,328,2
765,333,328,3
766,331,328,5
767,333,328,3
768,331,328,5
769,331,328,5
770,331,328,5
771,334,328,6
772,331,328,5
773,335,328,7
774,331,328,5
775,334,328,6
776,336,328,6
777,336,328,6
778,337,328,6
779,334,328,6
780,338,338,0
781,338,338,0
782,339,338,1
783,338,338,0
784,338,338,0
785,340,338,2
786,341,338,3
787,342,338,4
788,341,338,3
789,342,338,4
790,342,338,4
791,343,338,6
792,344,338,7
793,342,338,4
794,338,338,0
795,344,338,7
796,345,338,8
797,344,338,7
798,344,338,7
799,346,338,6
800,347,338,7
801,348,338,5
802,349,338,5
803,343,338,6
804,350,338,5
805,351,338,5
806,352,352,0
807,352,352,0
808,352,352,0
809,352,352,0
810,352,352,0
811,352,352,0
812,353,352,1
813,354,352,2
814,352,352,0
815,355,352,3
816,356,352,4
817,357,352,5
818,357,352,5
819,356,352,4
820,357,352,5
821,357,352,5
822,358,352,6
823,358,352,6
824,358,352,6
825,359,352,7
826,356,352,4
827,359,352,7
828,359,352,7
829,358,352,6
830,357,352,5
831,359,352,7
832,360,360,0
833,361,360,1
834,360,360,0
835,362,360,2
836,360,360,0
837,363,360,3
838,364,360,4
839,363,360,3
840,363,360,3
841,365,360,5
842,363,360,3
843,366,360,6
844,365,360,5
845,364,360,4
846,367,360,7
847,365,360,5
848,366,360,6
849,366,360,6
850,367,360,7
851,365,360,5
852,366,360,6
853,366,360,6
854,367,360,7
855,367,360,7
856,367,360,7
857,367,360,7
858,368,368,0
859,368,368,0
860,368,368,0
861,368,368,0
862,368,368,0
863,368,368,0
864,369,368,1
865,368,368,0
866,370,368,3
867,371,368,2
868,370,368,3
869,372,368,4
870,373,368,6
871,372,368,4
872,372,368,4
873,374,368,5
874,373,368,6
875,373,368,6
876,375,368,7
877,373,368,6
878,373,368,6
879,376,368,7
880,373,368,6
881,377,368,2
882,378,368,5
883,379,368,6
884,380,380,0
885,381,380,1
886,380,380,0
887,380,380,0
888,380,380,0
889,380,380,0
890,382,380,2
891,383,380,3
892,383,380,3
893,384,380,4
894,380,380,0
895,385,380,5
896,385,380,5
897,386,380,7
898,384,380,4
899,386,380,7
900,386,380,7
901,387,380,8
902,388,380,7
903,385,380,5
904,389,380,8
905,389,380,8
906,390,380,8
907,391,380,5
908,386,380,7
909,392,380,6
910,393,393,0
911,393,393,0
912,393,393,0
913,393,393,0
914,393,393,0
915,393,393,0
916,394,393,1
917,395,393,9
918,393,393,0
919,393,393,0
920,396,393,2
921,397,393,4
922,398,393,5
923,395,393,9
924,399,393,3
925,395,393,9
926,400,393,9
927,401,393,8
928,402,393,8
929,398,393,5
930,403,393,9
931,404,393,7
932,405,393,7
933,406,393,8
934,407,393,6
935,408,393,4
936,409,409,0
937,409,409,0
938,409,409,0
939,409,409,0
940,409,409,0
941,409,409,0
942,410,409,1
943,411,409,3
944,412,409,2
945,409,409,0
946,411,409,3
947,413,409,6
948,414,409,8
949,413,409,6
950,413,409,6
951,413,409,6
952,415,409,9
953,416,409,7
954,417,409,6
955,418,409,7
956,411,409,3
957,419,409,5
958,420,409,5
959,421,409,7
960,422,409,6
961,423,409,4
962,424,424,0
963,424,424,0
964,424,424,0
965,424,424,0
966,424,424,0
967,424,424,0
968,425,424,1
969,424,424,0
970,426,424,4
971,427,424,2
972,428,424,3
973,429,424,7
974,429,424,7
975,430,424,5
976,429,424,7
977,426,424,4
978,431,424,6
979,429,424,7
980,431,424,6
981,429,424,7
982,429,424,7
983,432,424,2
984,433,424,1
985,431,424,6
986,434,424,2
987,435,424,1
988,436,436,0
989,436,436,0
990,437,436,1
991,436,436,0
992,436,436,0
993,436,436,0
994,438,436,4
995,439,436,2
996,440,436,3
997,438,436,4
998,439,436,2
999,441,436,8
1000,441,436,8
1001,441,436,8
1002,442,436,7
1003,438,436,4
1004,438,436,4
1005,441,436,8
1006,441,436,8
1007,442,436,7
1008,442,436,7
1009,443,436,7
1010,444,436,9
1011,445,436,8
1012,446,436,5
1013,447,436,6
1014,448,448,0
1015,449,448,1
1016,448,448,0
1017,450,448,3
1018,451,448,2
1019,450,448,3
1020,452,448,4
1021,450,448,3
1022,450,448,3
1023,450,448,3
1024,453,448,6
1025,453,448,6
1026,454,448,7
1027,455,448,8
1028,450,448,3
1029,454,448,7
1030,453,448,6
1031,454,448,7
1032,453,448,6
1033,455,448,8
1034,456,448,6
1035,457,448,7
1036,456,448,6
1037,455,448,8
1038,458,448,5
1039,459,448,4
1040,460,460,0
1041,460,460,0
1042,461,460,1
1043,460,460,0
1044,462,460,2
1045,460,460,0
1046,460,460,0
1047,463,460,4
1048,464,460,3
1049,460,460,0
1050,463,460,4
1051,465,460,5
1052,466,460,6
1053,466,460,6
1054,465,460,5
1055,463,460,4
1056,467,460,7
1057,467,460,7
1058,468,460,5
1059,469,460,6
1060,470,460,7
1061,471,460,4
1062,472,460,5
1063,473,460,4
1064,474,460,5
1065,475,460,6
1066,476,480,3
1067,477,480,2
1068,478,480,3
1069,479,480,4
1070,479,480,4
1071,480,480,0
1072,481,480,1
1073,477,480,2
1074,477,480,2
1075,478,480,3
1076,479,480,4
1077,482,480,5
1078,479,480,4
1079,479,480,4
1080,479,480,4
1081,479,480,4
1082,482,480,5
1083,483,480,7
1084,479,480,4
1085,479,480,4
1086,479,480,4
1087,484,480,7
1088,485,480,6
1089,486,480,6
1090,487,480,5
1091,482,480,5
