0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,18
27,18
28,18
29,18
30,18
31,18
32,18
33,18
34,18
35,18
36,18
37,18
38,18
39,18
40,18
41,18
42,18
43,18
44,18
45,18
46,18
47,18
48,18
49,18
50,18
51,18
52,37
53,37
54,37
55,37
56,37
57,37
58,37
59,37
60,37
61,37
62,37
63,37
64,37
65,37
66,37
67,37
68,37
69,37
70,37
71,37
72,37
73,37
74,37
75,37
76,37
77,37
78,55
79,55
80,55
81,55
82,55
83,55
84,55
85,55
86,55
87,55
88,55
89,55
90,55
91,55
92,55
93,55
94,55
95,55
96,55
97,55
98,55
99,55
100,55
101,55
102,55
103,55
104,72
105,72
106,72
107,72
108,72
109,72
110,72
111,72
112,72
113,72
114,72
115,72
116,72
117,72
118,72
119,72
120,72
121,72
122,72
123,72
124,72
125,72
126,72
127,72
128,72
129,72
130,90
131,90
132,90
133,90
134,90
135,90
136,90
137,90
138,90
139,90
140,90
141,90
142,90
143,90
144,90
145,90
146,90
147,90
148,90
149,90
150,90
151,90
152,90
153,90
154,90
155,90
156,107
157,107
158,107
159,107
160,107
161,107
162,107
163,107
164,107
165,107
166,107
167,107
168,107
169,107
170,107
171,107
172,107
173,107
174,107
175,107
176,107
177,107
178,107
179,107
180,107
181,107
182,124
183,124
184,124
185,124
186,124
187,124
188,124
189,124
190,124
191,124
192,124
193,124
194,124
195,124
196,124
197,124
198,124
199,124
200,124
201,124
202,124
203,124
204,124
205,124
206,124
207,124
208,142
209,142
210,142
211,142
212,142
213,142
214,142
215,142
216,142
217,142
218,142
219,142
220,142
221,142
222,142
223,142
224,142
225,142
226,142
227,142
228,142
229,142
230,142
231,142
232,142
233,142
234,162
235,162
236,162
237,162
238,162
239,162
240,162
241,162
242,162
243,162
244,162
245,162
246,162
247,162
248,162
249,162
250,162
251,162
252,162
253,162
254,162
255,162
256,162
257,162
258,162
259,162
260,181
261,181
262,181
263,181
264,181
265,181
266,181
267,181
268,181
269,181
270,181
271,181
272,181
273,181
274,181
275,181
276,181
277,181
278,181
279,181
280,181
281,181
282,181
283,181
284,181
285,181
286,200
287,200
288,200
289,200
290,200
291,200
292,200
293,200
294,200
295,200
296,200
297,200
298,200
299,200
300,200
301,200
302,200
303,200
304,200
305,200
306,200
307,200
308,200
309,200
310,200
311,200
312,219
313,219
314,219
315,219
316,219
317,219
318,219
319,219
320,219
321,219
322,219
323,219
324,219
325,219
326,219
327,219
328,219
329,219
330,219
331,219
332,219
333,219
334,232
335,219
336,219
337,219
338,236
339,236
340,236
341,236
342,236
343,236
344,236
345,236
346,236
347,236
348,236
349,236
350,236
351,236
352,236
353,236
354,236
355,236
356,236
357,236
358,236
359,236
360,236
361,236
362,236
363,236
364,255
365,255
366,255
367,255
368,255
369,255
370,255
371,255
372,255
373,255
374,255
375,255
376,255
377,255
378,255
379,255
380,255
381,255
382,255
383,255
384,255
385,255
386,255
387,255
388,255
389,255
390,272
391,272
392,272
393,272
394,272
395,272
396,272
397,272
398,272
399,272
400,272
401,272
402,272
403,272
404,272
405,272
406,272
407,272
408,272
409,272
410,272
411,272
412,272
413,272
414,272
415,272
416,290
417,290
418,290
419,290
420,290
421,290
422,290
423,290
424,290
425,290
426,290
427,290
428,290
429,290
430,290
431,290
432,290
433,290
434,290
435,290
436,290
437,290
438,290
439,290
440,290
441,307
442,308
443,308
444,308
445,308
446,308
447,308
448,308
449,308
450,308
451,308
452,308
453,308
454,308
455,308
456,308
457,308
458,308
459,308
460,308
461,308
462,308
463,308
464,308
465,308
466,308
467,308
468,326
469,326
470,326
471,326
472,326
473,326
474,326
475,326
476,326
477,326
478,326
479,326
480,326
481,326
482,326
483,326
484,326
485,326
486,326
487,326
488,326
489,326
490,326
491,326
492,326
493,326
494,342
495,342
496,342
497,342
498,342
499,342
500,342
501,342
502,342
503,342
504,342
505,342
506,342
507,342
508,342
509,342
510,342
511,342
512,342
513,342
514,342
515,342
516,342
517,342
518,342
519,359
520,360
521,360
522,360
523,360
524,360
525,360
526,360
527,360
528,360
529,360
530,360
531,360
532,360
533,360
534,360
535,360
536,360
537,360
538,360
539,360
540,360
541,360
542,360
543,360
544,360
545,360
546,377
547,377
548,377
549,377
550,377
551,377
552,377
553,377
554,377
555,377
556,377
557,377
558,377
559,377
560,377
561,377
562,377
563,377
564,377
565,377
566,377
567,377
568,377
569,377
570,377
571,377
572,397
573,397
574,397
575,397
576,397
577,397
578,397
579,397
580,397
581,397
582,397
583,397
584,397
585,397
586,397
587,397
588,397
589,397
590,397
591,397
592,397
593,397
594,397
595,397
596,397
597,397
598,416
599,416
600,416
601,416
602,416
603,416
604,416
605,416
606,416
607,416
608,416
609,416
610,416
611,416
612,416
613,416
614,416
615,416
616,416
617,416
618,416
619,416
620,416
621,416
622,416
623,416
624,434
625,434
626,434
627,434
628,434
629,434
630,434
631,434
632,434
633,434
634,434
635,434
636,434
637,434
638,434
639,434
640,434
641,434
642,434
643,434
644,434
645,434
646,434
647,434
648,434
649,434
650,452
651,452
652,452
653,452
654,452
655,452
656,452
657,452
658,452
659,452
660,452
661,452
662,452
663,452
664,452
665,452
666,452
667,452
668,452
669,452
670,452
671,452
672,466
673,452
674,452
675,452
676,470
677,470
678,470
679,470
680,470
681,470
682,470
683,470
684,470
685,470
686,470
687,470
688,470
689,470
690,470
691,470
692,470
693,470
694,470
695,470
696,470
697,470
698,470
699,470
700,470
701,470
702,486
703,486
704,486
705,486
706,486
707,486
708,486
709,486
710,486
711,486
712,486
713,486
714,486
715,486
716,486
717,486
718,486
719,486
720,486
721,486
722,486
723,486
724,486
725,486
726,486
727,486
728,505
729,505
730,505
731,505
732,505
733,505
734,505
735,505
736,505
737,505
738,505
739,505
740,505
741,505
742,505
743,505
744,505
745,505
746,505
747,505
748,505
749,505
750,505
751,505
752,505
753,505
754,522
755,522
756,522
757,522
758,522
759,522
760,522
761,522
762,522
763,522
764,522
765,522
766,522
767,522
768,522
769,522
770,522
771,522
772,522
773,522
774,522
775,522
776,522
777,522
778,522
779,522
780,540
781,540
782,540
783,540
784,540
785,540
786,540
787,540
788,540
789,540
790,540
791,540
792,540
793,540
794,540
795,540
796,540
797,540
798,540
799,540
800,540
801,540
802,552
803,540
804,540
805,540
806,556
807,556
808,556
809,556
810,556
811,556
812,556
813,556
