814,556
815,556
816,556
817,556
818,556
819,556
820,556
821,556
822,556
823,556
824,556
825,556
826,556
827,556
828,556
829,556
830,556
831,556
832,573
833,573
834,573
835,573
836,573
837,573
838,573
839,573
840,573
841,573
842,573
843,573
844,573
845,573
846,573
847,573
848,573
849,573
850,573
851,573
852,573
853,573
854,573
855,573
856,573
857,573
858,591
859,591
860,591
861,591
862,591
863,591
864,591
865,591
866,591
867,591
868,591
869,591
870,591
871,591
872,591
873,591
874,591
875,591
876,591
877,591
878,591
879,591
880,591
881,607
882,591
883,591
884,610
885,610
886,610
887,610
888,610
889,610
890,610
891,610
892,610
893,610
894,610
895,610
896,610
897,610
898,610
899,610
900,610
901,610
902,610
903,610
904,610
905,610
906,610
907,610
908,610
909,610
910,627
911,627
912,627
913,627
914,627
915,627
916,627
917,627
918,627
919,627
920,627
921,627
922,627
923,627
924,627
925,627
926,627
927,627
928,627
929,627
930,627
931,627
932,627
933,627
934,627
935,627
936,645
937,645
938,645
939,645
940,645
941,645
942,645
943,645
944,645
945,645
946,645
947,645
948,645
949,645
950,645
951,645
952,645
953,645
954,645
955,645
956,645
957,645
958,645
959,645
960,645
961,645
962,663
963,663
964,663
965,663
966,663
967,663
968,663
969,663
970,663
971,663
972,663
973,663
974,663
975,663
976,663
977,663
978,663
979,663
980,663
981,663
982,663
983,663
984,663
985,663
986,663
987,663
988,683
989,683
990,683
991,683
992,683
993,683
994,683
995,683
996,683
997,683
998,683
999,683
1000,683
1001,683
1002,683
1003,683
1004,683
1005,683
1006,683
1007,683
1008,683
1009,683
1010,683
1011,683
1012,683
1013,683
1014,701
1015,701
1016,701
1017,701
1018,701
1019,701
1020,701
1021,701
1022,701
1023,701
1024,701
1025,701
1026,701
1027,701
1028,701
1029,701
1030,701
1031,701
1032,701
1033,701
1034,701
1035,701
1036,701
1037,701
1038,701
1039,701
1040,721
1041,721
1042,721
1043,721
1044,721
1045,721
1046,721
1047,721
1048,721
1049,721
1050,721
1051,721
1052,721
1053,721
1054,721
1055,721
1056,721
1057,721
1058,721
1059,721
1060,721
1061,721
1062,721
1063,721
1064,721
1065,721
1066,738
1067,738
1068,738
1069,738
1070,738
1071,738
1072,738
1073,738
1074,738
1075,738
1076,738
1077,738
1078,738
1079,738
1080,738
1081,738
1082,738
1083,738
1084,738
1085,738
1086,738
1087,738
1088,738
1089,738
1090,738
1091,738
